Bezeichnung;Zeit;Wert;Einheit
NS_NSM;2016_08;36;mm
NS_NSM;2016_09;16;mm
NS_NSM;2016_10;47;mm
NS_NSM;2016_11;53;mm
NS_NSM;2016_12;16;mm
NS_NSM;2017_01;31;mm
NS_NSM;2017_02;41;mm
NS_NSM;2017_03;50;mm
NS_NSM;2017_04;16;mm
NS_NSM;2017_05;46;mm
NS_NSM;2017_06;35;mm
NS_NSM;2017_07;97;mm
NS_NSM;2017_08;70;mm
NS_NSM;2017_09;67;mm
NS_NSM;2017_10;37;mm
NS_NSM;2017_11;53;mm
NS_NSM;2017_12;71;mm
NS_NSM;2018_01;65;mm
NS_NSM;2018_02;13;mm
NS_NSM;2018_03;48;mm
NS_NSM;2018_04;41;mm
NS_NSM;2018_05;53;mm
NS_NSM;2018_06;42;mm
NS_NSM;2018_07;14;mm
NS_NSM;2018_08;36;mm
NS_NSM;2018_09;43;mm
NS_NSM;2018_10;23;mm
NS_NSM;2018_11;19;mm
NS_NSM;2018_12;85;mm
NS_NSM;2019_01;67;mm
NS_NSM;2019_02;29;mm
NS_NSM;2019_03;76;mm
NS_NSM;2019_04;23;mm
NS_NSM;2019_05;60;mm
NS_NSM;2019_06;44;mm
NS_NSM;2019_07;37;mm
NS_NSM;2019_08;52;mm
NS_NSM;2019_09;36;mm
NS_NSM;2019_10;77;mm
NS_NSM;2019_11;68;mm
NS_NSM;2019_12;59;mm
NS_NSM;2020_01;27;mm
NS_NSM;2020_02;108;mm
NS_NSM;2020_03;59;mm
NS_NSM;2020_04;11;mm
NS_NSM;2020_05;15;mm
NS_NSM;2020_06;60;mm
NS_NSM;2020_07;32;mm
NS_NSM;2020_08;54;mm
NS_NSM;2020_09;44;mm
NS_NSM;2020_10;62;mm
NS_NSM;2020_11;19;mm
NS_NSM;2020_12;54;mm
NS_NSM;2021_01;82;mm
NS_NSM;2021_02;43;mm
NS_NSM;2021_03;40;mm
NS_NSM;2021_04;30;mm
NS_NSM;2021_05;54;mm
NS_NSM;2021_06;83;mm
NS_NSM;2021_07;161;mm
NS_NSM;2021_08;70;mm
NS_NSM;2021_09;22;mm
NS_NSM;2021_10;41;mm
NS_NSM;2021_11;30;mm
NS_NSM;2021_12;53;mm
NS_NSM;2022_01;52;mm
NS_NSM;2022_02;51;mm
NS_NSM;2022_03;20;mm
NS_NSM;2022_04;32;mm
NS_NSM;2022_05;39;mm
NS_NSM;2022_06;73;mm
NS_NSM;2022_07;17;mm
NS_NSM;2022_08;15;mm
NS_NSM;2022_09;99;mm
NS_NSM;2022_10;25;mm
NS_NSM;2022_11;52;mm
NS_NSM;2022_12;57;mm
NS_NSM;2023_01;43;mm
NS_NSM;2023_02;18;mm
NS_NSM;2023_03;89;mm
NS_NSM;2023_04;43;mm
NS_NSM;2023_05;57;mm
NS_NSM;2023_06;36;mm
NS_NSM;2023_07;77;mm
NS_NSM;2023_08;98;mm
NS_NSM;2023_09;47;mm
NS_NSM;2023_10;88;mm
NS_NSM;2023_11;99;mm
NS_NSM;2023_12;82;mm
NS_NSM;2024_01;54;mm
NS_NSM;2024_02;74;mm
NS_NSM;2024_03;76;mm
NS_NSM;2024_04;59;mm
NS_NSM;2024_05;152;mm
NS_NSM;2024_06;71;mm
NS_NSM;2024_07;71;mm
NS_NSM;2024_08;52;mm
NS_NSM;2024_09;58;mm
NS_NSM;2024_10;53;mm
NS_NSM;2024_11;52;mm
NS_NSM;2024_12;43;mm
